v: 		00000000
O: 		0000000100
R: 		0000000101
G: 		0000000110
T: 		0000000111
W: 		0000001
j: 		0000010
B: 		0000011000
K: 		0000011001
p: 		0000011010
S: 		0000011011
A: 		00000111
¶: 		000010000
H: 		0000100010
∂: 		0000100011
F: 		000010010
§: 		000010011
M: 		00001010
º: 		00001011
o: 		000011
t: 		0001
e: 		001
d: 		01000

: 		01001
k: 		0101000
N: 		010100100
E: 		010100101
I: 		01010011
ù: 		010101
c: 		01011
n: 		0110
u: 		01110
ú: 		011110
U: 		01111100
z: 		01111101
f: 		0111111
i: 		1000
‚: 		10010
Ä: 		10011
m: 		101000
b: 		101001
D: 		101010
g: 		101011
a: 		10110
r: 		10111
 : 		110
h: 		11100
w: 		1110100
L: 		111010100
Z: 		111010101
J: 		11101011
.: 		111011
,: 		1111000
?: 		11110010
√: 		11110011
l: 		111101
s: 		11111
