u: 		00000
c: 		00001
r: 		0001
‚: 		00100
ú: 		001010
y: 		0010110000
!: 		0010110001
O: 		0010110010
T: 		0010110011
j: 		001011010
R: 		001011011
k: 		00101110
v: 		00101111
D: 		001100
w: 		001101
Ä: 		00111
ù: 		010000
ü: 		0100010000
¥: 		0100010001
G: 		010001001
§: 		010001010
¬: 		0100010110
K: 		0100010111
º: 		01000110
F: 		0100011100
U: 		0100011101
H: 		010001111

: 		010010
.: 		010011
s: 		0101
e: 		011
l: 		10000
?: 		10001000
A: 		10001001
I: 		10001010
W: 		10001011
o: 		100011
i: 		1001
 : 		101
n: 		1100
∂: 		11010000
N: 		110100010
S: 		110100011
p: 		11010010
E: 		11010011
√: 		1101010
b: 		1101011
a: 		11011
h: 		11100
B: 		111010000
L: 		111010001
z: 		11101001
m: 		1110101
f: 		1110110
,: 		1110111
t: 		11110
g: 		111110
d: 		111111
