ll: 		0000000
 h: 		0000001
er: 		000001
th: 		000010
úW: 		00001100
h : 		00001101
of: 		00001110
c : 		00001111000
lt: 		00001111001
Be: 		0000111101
n?: 		0000111110
úO: 		0000111111
at: 		0001000
ry: 		00010010
al: 		00010011
e,: 		00010100
ne: 		00010101
ng: 		0001011
Th: 		00011000
so: 		00011001
nd: 		0001101
 y: 		000111
.‚: 		0010000
ut: 		00100010
ac: 		001000110
h,: 		001000111
ed: 		0010010
 o: 		0010011
it: 		0010100
o : 		0010101
in: 		001011


: 		001100
úA: 		001101000
 j: 		001101001
hi: 		00110101
, : 		0011011
Ä¶: 		001110000
gh: 		001110001
ei: 		001110010
ap: 		001110011
ôs: 		00111010
im: 		00111011
ta: 		001111000
t.: 		001111001
ea: 		00111101
lo: 		00111110
ca: 		001111110
m : 		001111111
e : 		01000
n : 		0100100
on: 		0100101
No: 		010011000
ex: 		010011001
d?: 		010011010
tu: 		010011011
r : 		0100111
ve: 		0101000
un: 		010100100
um: 		010100101
no: 		01010011
u : 		0101010
ti: 		01010110
 A: 		010101110
ab: 		010101111
rs: 		010110000
Wh: 		010110001
u‚: 		01011001
ro: 		010110100
av: 		010110101
ri: 		01011011
d.: 		0101110
y : 		0101111
Äú: 		011000
 a: 		011001
 m: 		0110100
li: 		01101010
ma: 		01101011
 w: 		011011
 g: 		01110000
fa: 		011100010
It: 		0111000110
 W: 		0111000111
 p: 		01110010
,‚: 		01110011
ù
: 		0111010
 l: 		0111011
l : 		0111100
 c: 		01111010
te: 		01111011
re: 		011111
Äù: 		100000
be: 		10000100
a : 		10000101
me: 		1000011
 t: 		100010
t : 		100011
u.: 		1001000000
Yu: 		1001000001
si: 		1001000010
t,: 		1001000011
nt: 		10010001
s.: 		100100100
mi: 		1001001010
n.: 		1001001011
or: 		10010011
ki: 		100101000
ge: 		1001010010
go: 		1001010011
wh: 		10010101
 T: 		1001011000
pp: 		1001011001
co: 		100101101
tl: 		1001011100
fi: 		1001011101
we: 		100101111
od: 		1001100000
ht: 		1001100001

Y: 		1001100010
ny: 		1001100011
sa: 		10011001
d : 		1001101
ha: 		10011100
es: 		10011101
rt: 		1001111000
wi: 		1001111001
ju: 		1001111010
fr: 		1001111011
 f: 		10011111
rn: 		1010000000
ôt: 		1010000001
ag: 		1010000010
ra: 		1010000011
 b: 		10100001
úY: 		101000100
ow: 		101000101
pe: 		10100011
to: 		10100100
gr: 		1010010100
wa: 		1010010101
ot: 		101001011
d,: 		101001100
ct: 		1010011010
na: 		1010011011
bo: 		1010011100
bu: 		1010011101
ch: 		101001111

‚: 		1010100
io: 		101010100
wn: 		1010101010
wo: 		1010101011
 d: 		10101011
an: 		1010110
he: 		1010111
il: 		10110000
if: 		10110001
 Y: 		10110010
se: 		10110011
ur: 		10110100
nc: 		101101010
n‚: 		101101011
 I: 		1011011
‚Ä: 		10111
 s: 		1100000
ôr: 		110000100
w : 		110000101
ev: 		110000110
f : 		110000111
I : 		11000100
t‚: 		110001010
et: 		110001011
ie: 		110001100
is: 		110001101
?‚: 		11000111
úS: 		110010000
 n: 		110010001
en: 		11001001
Yo: 		11001010
la: 		110010110
g : 		110010111
Äô: 		1100110
ly: 		110011100
ce: 		110011101
st: 		11001111
 r: 		110100000
fo: 		110100001
 k: 		110100010
g.: 		11010001100
ui: 		110100011010
To: 		110100011011
ss: 		1101000111
ar: 		11010010
us: 		11010011
. : 		1101010
as: 		11010110
 e: 		11010111
s : 		1101100
ir: 		1101101000
k : 		1101101001
le: 		110110101
? : 		1101101100
54: 		110110110100
iz: 		110110110101
ld: 		11011011011
úI: 		1101101110
pi: 		110110111100
 q: 		110110111101
p,: 		11011011111
ù : 		11011100
 L: 		11011101000
hu: 		110111010010
úy: 		110111010011
bl: 		1101110101
au: 		11011101100
k.: 		11011101101
lf: 		1101110111
ef: 		110111100000
Jo: 		110111100001
r,: 		110111100010
rd: 		110111100011
ew: 		11011110010
t?: 		11011110011
fe: 		110111101
sk: 		1101111100
ah: 		110111110100
úT: 		110111110101
fu: 		110111110110
g
: 		110111110111
mb: 		11011111100
mm: 		11011111101
Or: 		11011111110
ts: 		11011111111
os: 		11100000000
ru: 		111000000010
Ju: 		111000000011
e?: 		1110000001
ho: 		111000001
gi: 		11100001000
gl: 		111000010010
gn: 		111000010011
So: 		11100001010
tw: 		11100001011
cu: 		11100001100
nl: 		11100001101
do: 		1110000111
em: 		1110001000
y.: 		11100010010
gu: 		11100010011
u,: 		111000101000
Ti: 		111000101001
kl: 		111000101010
l.: 		111000101011
We: 		11100010110
hy: 		111000101110
h‚: 		111000101111
sc: 		11100011000
sh: 		11100011001
tr: 		1110001101
tt: 		1110001110
