Ä	228
ô	56
ú	83
ù	82
¶	7
‚	228
\n	137
space	933
!	2
,	66
-	2
.	122
0	1
4	2
5	1
8	1
:	1
?	34
A	18
B	8
C	1
D	4
E	6
G	2
H	4
I	58
J	4
L	2
M	4
N	10
O	7
S	11
T	16
W	20
Y	39
a	277
b	51
c	68
d	153
e	502
f	81
g	76
h	174
i	273
j	8
k	45
l	196
m	109
n	251
o	351
p	49
q	1
r	219
s	214
t	310
u	186
v	50
w	94
x	8
y	136
z	2
