s: 		0000
t: 		0001
e: 		001
d: 		01000

: 		01001
k: 		0101000
f: 		0101001
ú: 		010101
u: 		01011
n: 		0110
i: 		0111
c: 		10000
‚: 		10001
ù: 		100100
b: 		100101
Ä: 		10011
U: 		10100000
z: 		10100001
w: 		1010001
D: 		101001
m: 		101010
g: 		101011
r: 		10110
a: 		10111
 : 		110
h: 		11100
,: 		1110100
L: 		111010100
∂: 		1110101010
K: 		1110101011
I: 		11101011
.: 		111011
Z: 		111100000
N: 		1111000010
E: 		1111000011
√: 		11110001
J: 		11110010
j: 		11110011
W: 		11110100
?: 		11110101
T: 		11110110000
!: 		11110110001
§: 		1111011001
A: 		111101101
¶: 		1111011100
G: 		11110111010
H: 		11110111011
B: 		11110111100
O: 		11110111101
R: 		11110111110
S: 		11110111111
l: 		111110
º: 		111111000
M: 		111111001
v: 		111111010
p: 		1111110110
F: 		1111110111
o: 		1111111
