ú: 		000000
ù: 		000001
c: 		00001
Ä: 		00010
‚: 		00011
L: 		00100000
z: 		00100001
F: 		0010001000
V: 		0010001001
K: 		0010001010
ì: 		0010001011
A: 		00100011
D: 		001001
u: 		00101
r: 		0011
i: 		0100
w: 		010100
.: 		010101
I: 		0101100
º: 		01011010
v: 		01011011
b: 		010111
e: 		011
?: 		1000000
O: 		1000001000
j: 		1000001001
¶: 		1000001010
P: 		1000001011
U: 		10000011
l: 		100001
h: 		10001
s: 		1001
m: 		101000
M: 		101001000
N: 		101001001
∂: 		101001010
p: 		101001011
,: 		1010011
d: 		10101
n: 		1011
 : 		110
g: 		111000
W: 		111001000
ü: 		111001001
o: 		11100101
√: 		1110011

: 		111010
f: 		1110110
E: 		111011100
k: 		111011101
S: 		1110111100
G: 		1110111101
Z: 		11101111100
y: 		11101111101
§: 		1110111111
a: 		11110
t: 		11111
