i: 		0000
.: 		00010
I: 		000110
?: 		0001110
E: 		000111100
J: 		0001111010
-: 		0001111011
S: 		000111110
D: 		0001111110
G: 		0001111111
t: 		0010
a: 		0011

: 		01000
f: 		010010
g: 		010011
o: 		0101
u: 		01100
m: 		011010
ô: 		0110110
M: 		011011100
N: 		011011101
W: 		01101111
ù: 		011100
ú: 		011101
n: 		01111
d: 		10000
l: 		10001
h: 		10010
Y: 		1001100
p: 		1001101
k: 		1001110
B: 		1001111000
O: 		1001111001
A: 		100111101
:: 		10011111000
H: 		10011111001
j: 		1001111101
¶: 		100111111
s: 		10100
w: 		101010
b: 		1010110
T: 		10101110
v: 		10101111
e: 		1011
 : 		110
Ä: 		11100
r: 		11101
‚: 		11110
y: 		111110
c: 		1111110
,: 		1111111
