e: 		000
n: 		0010
v: 		001100
,: 		001101
d: 		00111
y: 		01000
h: 		01001
g: 		010100
N: 		01010100
z: 		01010101
I: 		0101011
ú: 		010110
w: 		010111
o: 		0110
ù: 		011100
K: 		0111010000
Z: 		01110100010
§: 		01110100011
L: 		01110100100
-: 		01110100101
:: 		0111010011
W: 		01110101
D: 		01110110
H: 		0111011100
¶: 		0111011101
O: 		0111011110
S: 		0111011111
l: 		01111

: 		10000
s: 		10001
u: 		10010
A: 		10011000
U: 		1001100100
!: 		10011001010
F: 		10011001011
∂: 		1001100110
J: 		1001100111
k: 		10011010
p: 		10011011
b: 		1001110
ô: 		1001111
 : 		101
Ä: 		11000
‚: 		11001
i: 		11010
r: 		11011
a: 		11100
.: 		111010
m: 		111011
t: 		11110
f: 		1111100
B: 		111110100
x: 		1111101010
√: 		1111101011
Y: 		11111011
?: 		11111100
E: 		111111010
j: 		1111110110
T: 		1111110111
c: 		1111111
