l: 		00000

: 		00001
s: 		0001
e: 		001
¶: 		010000000
Z: 		010000001
M: 		01000001
?: 		0100001
J: 		01000100
y: 		01000101000
H: 		01000101001
R: 		01000101010
T: 		01000101011
§: 		0100010110
∂: 		0100010111
I: 		0100011
c: 		01001
ú: 		010100
ù: 		010101
d: 		01011
Ä: 		01100
A: 		01101000
z: 		01101001
v: 		01101010
U: 		01101011
b: 		011011
i: 		0111
‚: 		10000
u: 		10001
n: 		1001
w: 		1010000
E: 		101000100
G: 		1010001010
ü: 		1010001011
j: 		10100011
D: 		101001
g: 		101010
,: 		1010110
f: 		1010111
h: 		10110
m: 		101110
.: 		101111
 : 		110
a: 		11100
K: 		1110100000
!: 		11101000010
V: 		11101000011
N: 		111010001
W: 		11101001
B: 		11101010000
O: 		11101010001
p: 		1110101001
º: 		111010101
√: 		11101011
o: 		1110110
k: 		11101110
L: 		111011110
S: 		1110111110
F: 		1110111111
r: 		11110
t: 		11111
