e: 		000
p: 		001000
S: 		00100100
A: 		00100101
D: 		0010011000
j: 		0010011001
T: 		001001101
B: 		0010011100
8: 		00100111010
N: 		00100111011
q: 		00100111100
!: 		00100111101
0: 		00100111110
C: 		00100111111
c: 		001010
g: 		001011
i: 		0011
n: 		0100

: 		010100
w: 		010101
u: 		01011
‚: 		01100
Ä: 		01101
o: 		0111
t: 		1000
h: 		10010
v: 		1001100
k: 		1001101
W: 		100111000
5: 		10011100100
L: 		10011100101
4: 		1001110011
Y: 		10011101
I: 		1001111
.: 		101000
f: 		101001
l: 		10101
r: 		10110
b: 		1011100
H: 		1011101000
O: 		1011101001
x: 		101110101
?: 		10111011
m: 		101111
 : 		110
ù: 		1110000
ô: 		1110001
,: 		1110010
ú: 		1110011
y: 		111010
d: 		111011
s: 		11110
a: 		11111
